,Ticker,Date,Description,Agency,Amount
157,DUK,2023-10-20,ELECTRICAL UTILITY FOR THE COMPLEX FY-24,Department of Justice,200000.0
158,ECL,2023-10-20,"CLEANING COMPOUND, HARD SURFACE-FLOOR: ECOLAB INC., OASIS 115XP, P/N 10625. EXTRA STRENGTH, LIQUID, AMMONIATED FLOOR CLEANER FOR QUARRY TILE, CONCRETE & OTHER HARD SURFACES. UNIT OF ISSUE - BX. TWO & ONE-HALF GALLON BOX W/INTE- GRAL PLASTIC CONTAINER",General Services Administration,240.6
159,ECL,2023-10-20,"DETERGENT, GENERAL PURPOSE. ECOLAB OASIS 100, P/N 14522 OR EQUAL. CONCENTRATED CLEANER FOR FLOORS INCLUDING VINYL, TILE, POLISHED, UNPOLISHED, NATURAL MARBLE AND WOOD. REMOVES SOAP FILM, GREASE, OIL AND COMMON SOILS BUT NOT WAX. 2.5 GALLON CONTAINER.",General Services Administration,318.05
160,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
161,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,52318.0
162,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,53325.0
163,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
164,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
165,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,53233.0
166,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
167,F,2023-10-20,"4X4 SUV, FULL SIZE, 4 DR, 8 PASS, MIN 7000 LBS GVWR",General Services Administration,56678.0
168,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
169,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,52318.0
170,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 5500 GVWR",General Services Administration,37236.0
171,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, SRW, MIN 9900 LBS GVWR",General Services Administration,50915.0
172,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49555.0
173,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,133365.0
174,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
175,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49555.0
176,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,214060.0
177,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,52318.0
178,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,53325.0
179,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
180,F,2023-10-20,"4X4 SUV, FULL SIZE, 4 DR, 8 PASS, W/SPECIAL SVC PKG",General Services Administration,54070.0
181,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49555.0
182,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,53233.0
183,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
184,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47497.0
185,F,2023-10-20,"4X4 SUV, INTERMEDIATE, 4 DR, 5 PASS, MIN 7000 GVWR",General Services Administration,52318.0
186,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,42812.0
187,F,2023-10-20,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,42812.0
188,FYBR,2023-10-20,FY24 FCCLOMPOC FRONTIER COMMUNICATION - FTS PHONE SERVICE,Department of Justice,550.0
189,GMDA,2023-10-20,"65 I B, DRUGS, PHARMACEUTICALS, & HEMATOLOGY RELATED PRODUCTS, FSS CONTRACT AWARD",Department of Veterans Affairs,0.0
190,GMED,2023-10-20,PROS - SURGICAL IMPLANT,Department of Veterans Affairs,14704.52
191,GMS,2023-10-20,"CLEANER,INDUSTRIAL,",General Services Administration,266.36
192,GMS,2023-10-20,"CLEANER,INDUSTRIAL, CONCENTRATED CLEANER, DEGREASER. VOC COMPLIANT. USE ON MOST HARD SURFACES. 5 GALLON CONTAINER.",General Services Administration,423.4
193,MCK,2023-10-20,B1 MCKESSON NON-CONTRACT - OCTOBER,Department of Justice,21523.6
194,MCK,2023-10-20,MCKESSON CONTROLLED MEDICATIONS ORDERED ON 10/16/2023,Department of Justice,153.92
195,MCK,2023-10-20,"B1 MCKESSON NON-CONTROLLED AND CONTROLLED SUBSTANCES - ROUTINE WHOLESALE MEDICATION PURCHASES (MULTIPLE INVOICES FOR MEDICATION SHIPMENTS RECEIVED FY24 OCT-NOV 17, 2023)",Department of Justice,167451.9
196,MCK,2023-10-20,MCKESSON PV,Department of Health and Human Services,5103000.0
197,MCK,2023-10-20,FY24 B1 MCKESSON MEDICATION OCT 23,Department of Justice,90000.0
198,MCK,2023-10-20,FY24 B1 MCKESSON CONTRACT MEDS ANNUAL   MCKESSON  943207296  S1RUKWWRYFL6,Department of Justice,100000.0
199,MCK,2023-10-20,MCKESSON REGULAR MEDICATIONS ORDERED ON 10/16/2023,Department of Justice,10454.6
200,MCK,2023-10-20,INV: 7450849269 PR-304-000492 ALBANIA MCKESSON CONNECT FOR PHARMACEUTICALS,Peace Corps,10222.2
201,MGRC,2023-10-20,MOBILE OFFICE TRAILER LEASE FOR GLASSY MOUNTAIN HELIBASE LOCATED AT HABERSHAM COUNTY AIRPORT.,Department of Agriculture,12506.38
202,RIGL,2023-10-20,"65 I B, DRUGS, PHARMACEUTICALS, & HEMATOLOGY RELATED PRODUCTS, FSS CONTRACT AWARD",Department of Veterans Affairs,0.0
203,RSG,2023-10-20,REPUBLIC SVCS GPOC 2300.00,Department of Justice,2300.0
204,THRM,2023-10-20,NOTE TO VENDOR:  THIS IS A GROUP BY OF ITEMS.  PLEASE REFERENCE QUOTE NUMBER 58609 & 58610 PREPARED BY HICKS.,General Services Administration,41617.49
205,UPS,2023-10-20,UPS DELIVERY SERVICE FOR DR-4731-CO,Department of Homeland Security,1000.0
206,UPS,2023-10-20,SHIPPING AND RECEIVING SERVICES,Department of State,39820.71
207,UPS,2023-10-20,SHIPPING CHARGES,Department of Veterans Affairs,12426800.0
208,UPS,2023-10-20,SHIPPING AND RECEIVING SERVICES,Department of State,50445.97
209,UPS,2023-10-20,SHIPPING AND RECEIVING SERVICES,Department of State,50215.1
210,UPS,2023-10-20,SHIPPING AND RECEIVING SERVICES,Department of State,38286.92
211,UPS,2023-10-20,SHIPPING AND RECEIVING SERVICES,Department of State,52931.84
212,UTHR,2023-10-20,TYVASO 64 MCG KIT,Department of Veterans Affairs,15649.11
213,VSAT,2023-10-20,JS VIASAT TO277 NAVY,Department of Defense,62484.0
214,DNOW,2023-10-20,"OEM HP TONER, BLACK, YLD 11K",General Services Administration,88.91
215,DNOW,2023-10-20,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,45.39
216,DNOW,2023-10-20,"TONER,414A,BK",General Services Administration,958.8
217,DNOW,2023-10-20,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,3725.39
218,DNOW,2023-10-20,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,739.62
219,DNOW,2023-10-20,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S64AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,179.44
220,DNOW,2023-10-20,"CARTRIDGE,TONER     PN: W2120A BLACK",General Services Administration,866.88
221,DNOW,2023-10-20,"CARTRIDGE,INK       PN: J3M70A YELLOW",General Services Administration,204.74
222,DNOW,2023-10-20,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,General Services Administration,14.38
223,DNOW,2023-10-20,"CARTRIDGE, TONER: - SEEATTACHED DOCUMENT FOR DETAIL. PN:  HP OEM CF453A TAA - G SKU",General Services Administration,733.52
224,DNOW,2023-10-20,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03500",General Services Administration,2401.26
225,DNOW,2023-10-20,"TONER,414A,YL",General Services Administration,1222.8
226,DNOW,2023-10-20,"CARTRIDGE,INK       PN: LOR12A BLACK",General Services Administration,496.75
227,DNOW,2023-10-20,"TONER,414A,CN",General Services Administration,1234.8
228,DNOW,2023-10-20,CANON (CLI-36) COLOR INK TANK,General Services Administration,125.86
229,DNOW,2023-10-20,MFR PN: 76C0HY0 KTR PN: 76C0HY0 DESC: LEXMARK HIGH YIELD YELLOW TONER CARTRIDG QTY: 2,General Services Administration,927.14
230,DNOW,2023-10-20,"RIVETER, YOKE, HAND;",General Services Administration,176.15
231,DNOW,2023-10-20,CANON (CLI-36) COLOR INK TANK,General Services Administration,107.88
232,DNOW,2023-10-20,"PULLER, FUSE: IAW FEDERAL SPECIFICATION W-P-796B DATED APRIL 24, 1974. TYPE I: LAMINATED CONSTRUCTION SZ 1: 1/4 INCH THROUGH 1/2 INCH, FUSE DIAMETER RANGE OVERALL LENGTH: 4-1/2 INCHES FUSES PULLED: 0-30 AMPERE, 250 VOLT MATERIAL: PLASTIC (PARTIAL DES",General Services Administration,7.24
233,DNOW,2023-10-20,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N B3P19A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES INKJET PRINT CARTRIDGE FOR USE WITH HP DESIGNJET T920, T930, T1500, T1530, T2500, T2530 PRINTERS AND ANY OTHER PRINTER THAT USE HP P/N",General Services Administration,271.96
234,DNOW,2023-10-20,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S61AN#140 (HP 952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8",General Services Administration,236.8
235,DNOW,2023-10-20,"BOTTLE, TONER WASTE: ITEM NAME BOTTLE, TONER WASTE SPECIAL FEATURE FOR USE WITH XEROX PHASER 6600, WORK CENTRE 6605 AND 6655 SERIES YIELD 30,000 PAGES (PARTIAL DESCRIPTION)",General Services Administration,276.2
236,DNOW,2023-10-20,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF321A (HP 653A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD LASERJET SERIES INCLUDING MPF680F, MPF680DN, AND MPF680Z A",General Services Administration,1349.64
237,DNOW,2023-10-20,CANON (PGI-35) BLACK INK TANK,General Services Administration,86.76
238,DNOW,2023-10-20,"CARTRIDGE,TONER     PN: CF452A YELLOW",General Services Administration,427.02
239,DNOW,2023-10-20,CANON (PGI-35) BLACK INK TANK,General Services Administration,216.9
240,DNOW,2023-10-20,"TONER,414A,MG",General Services Administration,1222.8
241,DNOW,2023-10-20,"UNIT KIT, IMAGING: ITEM NAME UNIT KIT, IMAGING (IMAGING DRUM UNIT) I.A.W. XEROX P/N 108R01121 CARTRIDGE TYPE NEW (OEM) SPECIAL FEATURES HIGH YIELD IMAGING DRUM FOR USE WITH XEROX COLOR LASER PRINTER SERIES INCLUDING PHASER 6600, WORKCENTRE 6605 AND 6",General Services Administration,1291.65
242,DNOW,2023-10-20,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S67AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,236.8
243,DNOW,2023-10-20,"TONER,HPM255/M283,206X,BK",General Services Administration,108.18
244,DNOW,2023-10-20,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF360X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,4238.2
245,DNOW,2023-10-20,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HP P/N CF362A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET M552, M553, MFP M577, AND ANY OTHER PRINTER USING HP P/N CF362A COLOR YELLOW YI",General Services Administration,1654.02
246,BAH,2023-10-20,TASK ORDER 72 BASE - GAME CHANGING DEVELOPMENT (GCD) PROGRAM DATA MANAGEMENT AND GCD TOOL SUPPORT ASSESSMENT - SPEACII,National Aeronautics and Space Administration,783628.0
247,ABM,2023-10-19,"CHILDCARE INTERNET CAT-6 CABLE RUN, ROYBAL FB, 255 EAST TEMPLE ST., LOS ANGELES, CA.",General Services Administration,5311.68
248,ABT,2023-10-19,SURGICAL IMPLANT,Department of Veterans Affairs,56292.0
249,ABT,2023-10-19,PROSTHETIC ITEM: POST OP - ABBOTT SPINAL CORD STIMULATOR PROCLAIM PLUS 5,Department of Veterans Affairs,37400.0
250,ALC,2023-10-19,ALCON SERVICE PLAN,Department of Veterans Affairs,23652.96
251,AMRX,2023-10-19,BPA FOR SODIUM OXYBATE,Department of Veterans Affairs,0.0
252,ASTC,2023-10-19,SPACECRAFT PROCESSING OPERATIONS CONTRACT INTERSTELLAR MAPPING AND ACCELERATION PROBE TASK ORDER.,National Aeronautics and Space Administration,5200000.0
253,BA,2023-10-19,"INTERNATIONAL FLIGHT PLANNING SERVICES, GROUND SUPPORT, CHARTS",Department of Justice,0.0
254,BG,2023-10-19,COMMODITIES FOR USG FOOD DONATIONS: 2000009614/4210006756/CORN-SOY BLEND PLUS BAG-HP-25 KG,Department of Agriculture,276437.0
255,BLUE,2023-10-19,"65 I B, DRUGS, PHARMACEUTICALS, & HEMATOLOGY RELATED PRODUCTS, FSS CONTRACT AWARD",Department of Veterans Affairs,0.0
256,CDW,2023-10-19,MICROSOFT LICENSES,Department of State,605.44
257,CDW,2023-10-19,1YR  RENEWAL AIRLINK COMPLETE SVCS WARRANTY,Federal Communications Commission,6706.85
258,DGX,2023-10-19,QUEST DIAGNOSTICS- LABS,Department of Justice,30000.0
259,ECL,2023-10-19,"DETERGENT, GENERAL PURPOSE. ECOLAB OASIS 100, P/N 14522 OR EQUAL. CONCENTRATED CLEANER FOR FLOORS INCLUDING VINYL, TILE, POLISHED, UNPOLISHED, NATURAL MARBLE AND WOOD. REMOVES SOAP FILM, GREASE, OIL AND COMMON SOILS BUT NOT WAX. 2.5 GALLON CONTAINER.",General Services Administration,127.22
260,ECL,2023-10-19,"DETERGENT, LAUNDRY; SOLID SURGE PLUS; ECOLAB PN 6117905 OR EQUAL. ONE-SHOT LAUNDRY DETERGENT COMBINING ALKALINITY, WATER CONDITIONERS, A WETTING AGENT, FRAGRANCE AND FABRIC BRIGHTENER. FOR USE WITH HASPOLITALITY AND HEALTHCARE LINENS. COMPATIABLE WIT",General Services Administration,230.74
261,ECL,2023-10-19,"CLEANING COMPOUND, HARD SURFACE-FLOOR: ECOLAB INC., OASIS 115XP, P/N 10625. EXTRA STRENGTH, LIQUID, AMMONIATED FLOOR CLEANER FOR QUARRY TILE, CONCRETE & OTHER HARD SURFACES. UNIT OF ISSUE - BX. TWO & ONE-HALF GALLON BOX W/INTE- GRAL PLASTIC CONTAINER",General Services Administration,120.3
262,EVGR,2023-10-19,LA-SELA REFUGES-ROTARY MOWER,Department of the Interior,22649.0
263,EW,2023-10-19,PROSTHETICS POST SURGICAL IMPLANT (AORTIC VALVE),Department of Veterans Affairs,11000.0
264,LUMN,2023-10-19,WIRELINE SERVICES,Department of Homeland Security,1362.04
265,LUMN,2023-10-19,WIRELINE SERVICES,Department of Homeland Security,119783.64
266,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
267,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
268,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
269,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
270,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,51823.0
271,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,50473.0
272,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
273,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
274,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,44376.0
275,F,2023-10-19,"4X4 SUV, FULL SIZE, 4 DR, 8 PASS, W/SPECIAL SVC PKG",General Services Administration,108140.0
276,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
277,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47680.0
278,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
279,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47680.0
280,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49996.0
281,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,50767.0
282,F,2023-10-19,"4X2 CARGO VAN, FULL SIZE, MIN 9,201 LBS GVWR ELECTRIC",General Services Administration,100976.0
283,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
284,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
285,F,2023-10-19,"4X4 SUV, 4 DR, COMPACT, HARD TOP WAGON",General Services Administration,52334.0
286,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
287,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR, HEV",General Services Administration,47680.0
288,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
289,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49092.0
290,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49181.0
291,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
292,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, SRW, MIN 9900 LBS GVWR",General Services Administration,50482.0
293,F,2023-10-19,"4X4 SUV, FULL SIZE, 4 DR, 8 PASS, W/SPECIAL SVC PKG",General Services Administration,54070.0
294,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49996.0
295,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,99320.0
296,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 9201 LBS GVWR",General Services Administration,49372.0
297,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,43157.0
298,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,49660.0
299,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,44376.0
300,F,2023-10-19,"4X4 PICKUP, FULL SIZE, CREW CAB, MIN 6700 LBS GVWR",General Services Administration,44376.0
301,F,2023-10-19,"4X2 VAN WAGON, FULL SIZE, 12 PASSENGER",General Services Administration,248300.0
302,GMS,2023-10-19,GMS INDUSTRIAL-GMS7482KD,General Services Administration,207711.69
303,GMS,2023-10-19,"DEODORANT,UTILITY: PACKETS OF AIR FRESHNER CAPABLE OF BEING DISSOLVED IN WATER. LAVENDER FRAGRANCE. VOC COMPLIANT. MEETS REQUIREMENTS OF CID A-A-59964, AIR FRESHNER. FOUR (4) CONTAINERS, WITH EACH CONTAINER HAVING ONE-HUNDRED PACKETS PER BOX, FOR A T",General Services Administration,4246.15
304,GMS,2023-10-19,"MULTI-SURFACE SANITIZER AND CLEANER: CONCENTRATED CLEANER FOR REMOVING SOILS FROM HARD SURFACES SUCH AS WALLS, PAINTED SURFACES, RUBBER AND OTHER WASHABLE SURFACES. CLEANS, DEODORIZE AND DISINFECT. COMPLIANT WITH CID A-A-60008, HEAVY DUTY CONCENTRATE",General Services Administration,3005.25
305,GMS,2023-10-19,"CLEANER,INDUSTRIAL,",General Services Administration,266.36
306,HD,2023-10-19,PURCHASE OF CONSTRUCTION MATERIAL FOR THE GUAM STRONG PROGRAM IN SUPPORT OF DR-4715-GU,Department of Homeland Security,3451.76
307,IMPL,2023-10-19,TRUDHESA (DIHYDROERGOTAMINE MESYLATE) 4MG/ML NASAL SPRAY,Department of Veterans Affairs,3694.32
308,JLL,2023-10-19,"THE EMERGENCY OPERATIONS & MAINTENANCE HOURS WILL BE PERFORMED AT THE 985 MICHIGAN AVENUE FEDERAL BUILDING IN DETROIT, MI.",General Services Administration,4961.55
309,MCK,2023-10-19,FY24 B1 MCKESSON MAT MEDICATION OCT 23-FIRST STEP ACT,Department of Justice,30000.0
310,MCK,2023-10-19,REGULAR MEDICATION FY 24 FOR THE INMATE POPULATION,Department of Justice,400000.0
311,MCK,2023-10-19,CONTROLLED MEDICATION FOR THE INMATE POPULATION,Department of Justice,1000.0
312,MCK,2023-10-19,OPEN MARKET MEDICATION FOR THE INMATE POPULATION,Department of Justice,7500.0
313,MCK,2023-10-19,PHARMACEUTICALS FOR FCI SHERIDAN - OCTOBER FY24,Department of Justice,145000.0
314,MCK,2023-10-19,PHARMACEUTICALS,Department of Veterans Affairs,76602.0
315,MSI,2023-10-19,AIRTIME FEES FOR RADIO SYSTEM,Department of Justice,17664.0
316,NCMI,2023-10-19,RICHMOND HATE CRIMES CAMPAIGN,Department of Justice,31000.0
317,NOC,2023-10-19,SPERRY SINGLE GYRO SERVICE FOR KINGSPOINTER,Department of Transportation,10784.5
318,NVCR,2023-10-19,PROSTHETICS. OPTUNE DEVICE,Department of Veterans Affairs,99497.46
319,NVCR,2023-10-19,OPTUNE PLUS TRANSDUCERS BY NOVOCURE,Department of Veterans Affairs,49748.73
320,PBI,2023-10-19,MAIL METER MACHINES,Department of Justice,2000.0
321,RSG,2023-10-19,TRASH REMOVAL FOR THE COMPLEX,Department of Justice,36747.2
322,SO,2023-10-19,SPONSORSHIP OF PARTICIPATION AT THE SREB INSTITUTE ON TEACHING AND MENTORING,National Aeronautics and Space Administration,20077.17
323,T,2023-10-19,THE PURPOSE OF THIS TO IS TO PROVIDE 20 IPHONE AND SERVICES FOR LOCAL HIRE IN SUPPORT OF DR-4720-VT DUE TO STORMS AND FLOODING.,Department of Homeland Security,1971.6
324,T,2023-10-19,AT&T DATA PLANS FOR 30 IPADS SERVICE TO SUPPORT THE REGION 5 DR44728-IL.,Department of Homeland Security,1715.4
325,T,2023-10-19,INTERNET FEES,Department of Justice,22351.42
326,TISI,2023-10-19,"BIA, NAVAJO REGION, WATER HAULING, SAMPLING, TESTING, FOR COVE DAY SCHOOL.",Department of the Interior,27949.0
327,UPS,2023-10-19,UPS SHIPPING CHARGES FY 24,Department of Justice,3500.0
328,UPS,2023-10-19,UPS SHIPPING SERVICES,Department of Veterans Affairs,72205.65
329,UPS,2023-10-19,UPS SHIPPING AND DELIVERY SERVICES,Department of Homeland Security,45000.0
330,UPS,2023-10-19,UPS PARCEL SERVICE,Department of Veterans Affairs,0.0
331,DNOW,2023-10-19,"PULLER, FUSE: IAW FEDERAL SPECIFICATION W-P-796B DATED APRIL 24, 1974. TYPE I: LAMINATED CONSTRUCTION SZ 1: 1/4 INCH THROUGH 1/2 INCH, FUSE DIAMETER RANGE OVERALL LENGTH: 4-1/2 INCHES FUSES PULLED: 0-30 AMPERE, 250 VOLT MATERIAL: PLASTIC (PARTIAL DES",General Services Administration,7.24
